Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
Mahowe Health Centre,TkKOmywmjVx,,XZVWQ8A4D05,Mahowe Health Centre,,,,,,,,,,,
Chonde Rural Hospital,TusMbw27jzb,,STWLLU98T0I,Chonde Rural Hospital,,,,,,,,,,,
Kaombe Dispensary,Qw8SEqwTxHk,,GD41NC19L10,Kaombe Dispensary,,,,,,,,,,,
Mndinda Health Centre,uYi2L6Go4Qf,,GD41NC19L10,Mndinda Health Centre,,,,,,,,,,,
Nthondo Health Centre (Ntchisi),xQBYdqlCMvU,,GD41NC19L10,Nthondo Health Centre (Ntchisi),,,,,,,,,,,
Sambakusi Health Centre,VQ55OUjplL7,,GD41NC19L10,Sambakusi Health Centre,,,,,,,,,,,
Chikwina Health Centre,QlnCjd3M0E1,,527B20O7Q2H,Chikwina Health Centre,,,,,,,,,,,
Lwazi Health Centre,h7qFHIsVs04,,527B20O7Q2H,Lwazi Health Centre,,,,,,,,,,,
Mkwepere Health Centre,RQYBvIXGsDY,,Y6A1M21389O,Mkwepere Health Centre,,,,,,,,,,,
Nyambi Health Centre,ZD6zoYO03cf,,Y6A1M21389O,Nyambi Health Centre,,,,,,,,,,,
Pim Health Centre,nCX7iqBMNwM,,2VTML7219L6,Pim Health Centre,,,,,,,,,,,
Phalula Health Centre,Xp3wYJuLYue,,ZW9N60ZD2LV,Phalula Health Centre,,,,,,,,,,,
Chikowa Dispensary,fwew5LFgo0P,,2Q5QFLO4480,Chikowa Dispensary,,,,,,,,,,,
Kapeni Health Centre,D9w3urb7GKR,,2Q5QFLO4480,Kapeni Health Centre,,,,,,,,,,,
Manjawira Health Centre,FPDJqyOOb4I,,2Q5QFLO4480,Manjawira Health Centre,,,,,,,,,,,
Mtonda Health Centre,PxcYX4fmgXB,,2Q5QFLO4480,Mtonda Health Centre,,,,,,,,,,,
Namisu Dispensary,zgQjvfvY38A,,2Q5QFLO4480,Namisu Dispensary,,,,,,,,,,,
Senzani Health Centre,FWZnvXYdJV6,,2Q5QFLO4480,Senzani Health Centre,,,,,,,,,,,
Sister Teleza Community Hospital,QJKJi4blhkg,,2Q5QFLO4480,Sister Teleza Community Hospital,,,,,,,,,,,
Mauwa Health Centre,F6BWHBSv59O,,2W6RFSTH3WJ,Mauwa Health Centre,,,,,,,,,,,
Mauwa Maternity,BU12lO6ynbT,,2W6RFSTH3WJ,Mauwa Maternity,,,,,,,,,,,
Chimatiro Health Centre,Qt4jxB7puZZ,,0VM2U92Z6R3,Chimatiro Health Centre,,,,,,,,,,,
Chiyendausiku Health Centre,HrQHweMv09u,,0VM2U92Z6R3,Chiyendausiku Health Centre,,,,,,,,,,,
Chioshya Health Centre,RNuiMEnAfC1,,28Z9LBI3JP7,Chioshya Health Centre,,,,,,,,,,,
Liwonde Medical Clinic,pri4uEfpoMg,,758PV733XBN,Liwonde Medical Clinic,,,,,,,,,,,
Machinga District Hospital,HN3xPrwEli4,,758PV733XBN,Machinga District Hospital,,,,,,,,,,,
Concerned Youth Organisation,VDu3RkKQEZb,,V28B0U168S6,Concerned Youth Organisation,,,,,,,,,,,
Madziabango Health Centre,JA9Ekal0Y2p,,V28B0U168S6,Madziabango Health Centre,,,,,,,,,,,
Mpemba Health Centre,d9yZ10QgeOl,,V28B0U168S6,Mpemba Health Centre,,,,,,,,,,,
Mpingo Health Centre,WaVNBxhEraz,,V28B0U168S6,Mpingo Health Centre,,,,,,,,,,,
Nancholi YO Palliative Care site,D5r4oBqr9BN,,V28B0U168S6,Nancholi YO Palliative Care site,,,,,,,,,,,
Soche Maternity,AiR2MD63tCb,,V28B0U168S6,Soche Maternity,,,,,,,,,,,
St Vincent Health CentreChadzunda,q4hK217Rtbr,,V28B0U168S6,St Vincent Health CentreChadzunda,,,,,,,,,,,
Ruarwe Health Centre,kKaGzpI0IKd,,37N8870VZJ6,Ruarwe Health Centre,,,,,,,,,,,
Chizumulo (St Marys) Health Centre,Kzo3T3VQUwH,,03F8NB0E9T8,Chizumulo (St Marys) Health Centre,,,,,,,,,,,
Chizumulo St Marys Health Centre,XXjX57Xslam,,03F8NB0E9T8,Chizumulo St Marys Health Centre,,,,,,,,,,,
Chididi Health Centre (Nkhotakota),RViCF6QIybs,,P73399M68CJ,Chididi Health Centre (Nkhotakota),,,,,,,,,,,
Mpamantha Health Centre,YEVlg1UBA5H,,P73399M68CJ,Mpamantha Health Centre,,,,,,,,,,,
Usisya Health Centre,Wh3m13Uzsn7,,97680AEH1G6,Usisya Health Centre,,,,,,,,,,,
Ofesi Health Centre,bWYHqt0OcHy,,392Z65Q7MWO,Ofesi Health Centre,,,,,,,,,,,
Kamboni Health Centre,cez54P9k6OJ,,GZ8453UH67C,Kamboni Health Centre,,,,,,,,,,,
Chima Health Centre,zrabwOPiaCV,,WP67SK30C96,Chima Health Centre,,,,,,,,,,,
Malowa Health Centre,rKEqKuoGeKQ,,328MJ4X59LR,Malowa Health Centre,,,,,,,,,,,
Bondo Health Centre,XUpPIr0oxZ5,,KTEI1JB9QW4,Bondo Health Centre,,,,,,,,,,,
Lujeri Health Centre,QmGoFNWfUFa,,KTEI1JB9QW4,Lujeri Health Centre,,,,,,,,,,,
Mimosa Dispensary,YOhdb5QWf3k,,KTEI1JB9QW4,Mimosa Dispensary,,,,,,,,,,,
Minimini Dispensary,f8vxxriQ29H,,KTEI1JB9QW4,Minimini Dispensary,,,,,,,,,,,
Ruo Dispensary,ZbuBESAP1bq,,KTEI1JB9QW4,Ruo Dispensary,,,,,,,,,,,
Lisungwi Health Centre,jBJ1nrUXKIu,,29SBZWD6WZE,Lisungwi Health Centre,,,,,,,,,,,
Luwani Health Centre,y3FF95NnZzl,,29SBZWD6WZE,Luwani Health Centre,,,,,,,,,,,
Matope Health Centre,GjNQ12Y2l0F,,29SBZWD6WZE,Matope Health Centre,,,,,,,,,,,
Midzemba Dispensary,zq5yo5iRvsL,,29SBZWD6WZE,Midzemba Dispensary,,,,,,,,,,,
Nkula Health Centre,cfzBcWqPOoy,,29SBZWD6WZE,Nkula Health Centre,,,,,,,,,,,
Tedzani Escom Clinic,sKN6JyTFe9M,,29SBZWD6WZE,Tedzani Escom Clinic,,,,,,,,,,,
zalewa Dispensary,NW5K84KJ4xp,,29SBZWD6WZE,zalewa Dispensary,,,,,,,,,,,
Chambwe Health Centre,Dl6P4C549hR,,VQQ7Z94VD2B,Chambwe Health Centre,,,,,,,,,,,
Mpepa / Chisinga Health Centre,GJhhq8K1EBF,,7W335O7E0C2,Mpepa / Chisinga Health Centre,,,,,,,,,,,
Chulu Health Centre,n18VsHigwU8,,5M3G52HB5U9,Chulu Health Centre,,,,,,,,,,,
Lodjwa Health Centre,MrIB1LvLmRs,,31BT84662UN,Lodjwa Health Centre,,,,,,,,,,,
Nkhamenya Hospital,QcCfOxMgWJN,,31BT84662UN,Nkhamenya Hospital,,,,,,,,,,,
Kunenekude Health Centre,tB6qZOxpIwC,,Y61550006XS,Kunenekude Health Centre,,,,,,,,,,,
Mwanza District Hospital,ojR8a0Xu9A3,,Y61550006XS,Mwanza District Hospital,,,,,,,,,,,
Tulonkhondo Health Centre,UDVA59g76b9,,Y61550006XS,Tulonkhondo Health Centre,,,,,,,,,,,
Yankho Private Clinic,TLPAp986efZ,,0MKT2O18F33,Yankho Private Clinic,,,,,,,,,,,
Khola Health Centre,PYQecgNXvAc,,9SI5BI13J93,Khola Health Centre,,,,,,,,,,,
Mdunga Heallth Centre,H3xKaK0d3or,,486QKH53LZ4,Mdunga Heallth Centre,,,,,,,,,,,
Mkhota R Growth Health Centre,F17kSj3t4iD,,7I4E7II2H1W,Mkhota R Growth Health Centre,,,,,,,,,,,
Mnyanja Health Centre,mwyB6seePPU,,2D0517640I5,Mnyanja Health Centre,,,,,,,,,,,
Linyangwa Health Centre,z9yDHU0ZYQd,,9T1969D5N4R,Linyangwa Health Centre,,,,,,,,,,,
Bua Health Centre (Kasungu),T118NxiYoIL,,032VZ3ZH9EH,Bua Health Centre (Kasungu),,,,,,,,,,,
Mziza Health Centre,GaqkYT3AgFn,,032VZ3ZH9EH,Mziza Health Centre,,,,,,,,,,,
Thambani Health Centre,OfoB1qVuiwI,,81C4MR9FQ4R,Thambani Health Centre,,,,,,,,,,,
Anchor Farm Health Centre,lXEN2NtidAc,,9TX87270HRE,Anchor Farm Health Centre,,,,,,,,,,,
Santhe Health Centre,B1gKsva7Nw4,,9TX87270HRE,Santhe Health Centre,,,,,,,,,,,
Simlemba Health Centre,xcRa7FraazI,,C16446EKG6F,Simlemba Health Centre,,,,,,,,,,,
Chamama Health Facility,LmCUb5UShy6,,N5GML7Q53MI,Chamama Health Facility,,,,,,,,,,,
Chinyama Dispensary,dCOqnRxMAXD,,N5GML7Q53MI,Chinyama Dispensary,,,,,,,,,,,
Mtunthama Health Centre,PbfmrMdVBs3,,N5GML7Q53MI,Mtunthama Health Centre,,,,,,,,,,,
St Andrews Community Hospital,WEXi1SR3Ps6,,N5GML7Q53MI,St Andrews Community Hospital,,,,,,,,,,,
St Augustin Anglican Clinic (Shayona),VQ1v5jwMz7G,,N5GML7Q53MI,St Augustin Anglican Clinic (Shayona),,,,,,,,,,,
St. Faith Health Centre,TfUBwEL4ESW,,N5GML7Q53MI,St. Faith Health Centre,,,,,,,,,,,
Wimbe Health Centre,bPKUlNCxhvT,,N5GML7Q53MI,Wimbe Health Centre,,,,,,,,,,,
Chipwanya St Josephs Health Centre,WiVCsIgUw2D,,2R3Y8NL7BA2,Chipwanya St Josephs Health Centre,,,,,,,,,,,
Kalulu Health Centre,a8NnsOmXWK7,,2R3Y8NL7BA2,Kalulu Health Centre,,,,,,,,,,,
Mayani Health Centre,U3ExHCyHDEZ,,2R3Y8NL7BA2,Mayani Health Centre,,,,,,,,,,,
Mjini Dispensary,QRur3iZGQxE,,2R3Y8NL7BA2,Mjini Dispensary,,,,,,,,,,,
Kanyimbi Dispensary,AbJbZQt4UJs,,HUQBO1H8LA5,Kanyimbi Dispensary,,,,,,,,,,,
Misamvu Dispensary,YDYPFwMDHNj,,HUQBO1H8LA5,Misamvu Dispensary,,,,,,,,,,,
Mkango Dispensary,je3gS5u3q51,,HUQBO1H8LA5,Mkango Dispensary,,,,,,,,,,,
Nyamithuthu Health Centre,zCPRlak2MqT,,HUQBO1H8LA5,Nyamithuthu Health Centre,,,,,,,,,,,
Tengani Health Centre,O4OnTZDe6YW,,HUQBO1H8LA5,Tengani Health Centre,,,,,,,,,,,
Chinthebe Dispensary,P4Z5FpCJ4Ri,,TTV853Z0G6O,Chinthebe Dispensary,,,,,,,,,,,
Chisunga Dispensary,LdZk69me50d,,TTV853Z0G6O,Chisunga Dispensary,,,,,,,,,,,
Thomas Health Centre,TKKQUXqRrrr,,TTV853Z0G6O,Thomas Health Centre,,,,,,,,,,,
Chisala Health Centre,QX85XzKEJjg,,33T7TS9V182,Chisala Health Centre,,,,,,,,,,,
Mpamba Health Centre,cHhZC34cSCl,,33T7TS9V182,Mpamba Health Centre,,,,,,,,,,,
Chinyama Health Centre,TxWRIMbBOpS,,WGGX9ODE5MA,Chinyama Health Centre,,,,,,,,,,,
Area 36 Private Clinic,jXwJTKL2NOh,,L1V2R5CW938,Area 36 Private Clinic,,,,,,,,,,,
Baylor Childrens Centre Of Excellence In Malawi,yl49po4W4F7,,L1V2R5CW938,Baylor Childrens Centre Of Excellence In Malawi,,,,,,,,,,,
Biwi Health Centre,fxSjk6Zaksj,,L1V2R5CW938,Biwi Health Centre,,,,,,,,,,,
Bwaila Hospital,XtF7Xzv3edv,,L1V2R5CW938,Bwaila Hospital,,,,,,,,,,,
Cck Health Clinic & Diagnostic Centre,peJm0gcxzFw,,L1V2R5CW938,Cck Health Clinic & Diagnostic Centre,,,,,,,,,,,
City Assembly Dispensary,cKd7jidUXBo,,L1V2R5CW938,City Assembly Dispensary,,,,,,,,,,,
City Centre Clinic,lAWnwgQl9RP,,L1V2R5CW938,City Centre Clinic,,,,,,,,,,,
Dr David Livingstone Memorial Clinic,KvtV3ZtJGyR,,L1V2R5CW938,Dr David Livingstone Memorial Clinic,,,,,,,,,,,
Escom Clinic Lilongwe,ahOuLxBrycV,,L1V2R5CW938,Escom Clinic Lilongwe,,,,,,,,,,,
Falls Banja La Mtsogolo Dispensary,vYMYW6T4t1J,,L1V2R5CW938,Falls Banja La Mtsogolo Dispensary,,,,,,,,,,,
Fidelity Private Clinic,G1n34alnula,,L1V2R5CW938,Fidelity Private Clinic,,,,,,,,,,,
Fpam Clinic Kawale,xH7lnew9T1J,,L1V2R5CW938,Fpam Clinic Kawale,,,,,,,,,,,
Kachere Private Clinic,XyrCQrwYHQt,,L1V2R5CW938,Kachere Private Clinic,,,,,,,,,,,
Kamuzu Barracks Dispensary,P6q5ZIrXGAM,,L1V2R5CW938,Kamuzu Barracks Dispensary,,,,,,,,,,,
Kang'Oma Health Centre,o1ZjuUmv5aQ,,L1V2R5CW938,Kang'Oma Health Centre,,,,,,,,,,,
Kawale Banja La Mtsogolo Dispensary,SnfOrypiyQj,,L1V2R5CW938,Kawale Banja La Mtsogolo Dispensary,,,,,,,,,,,
Kawale Medical Services,q4n2TvCdd9O,,L1V2R5CW938,Kawale Medical Services,,,,,,,,,,,
Kawale Urban Health Centre,d1WQftQ87x3,,L1V2R5CW938,Kawale Urban Health Centre,,,,,,,,,,,
Khama Private Clinic,x647VZUetKI,,L1V2R5CW938,Khama Private Clinic,,,,,,,,,,,
Lighthouse KCH,kR3EKghUNys,,L1V2R5CW938,Lighthouse KCH,,,,,,,,,,,
Lilongwe Central Hospital,cFiiWO0mSVO,,L1V2R5CW938,Lilongwe Central Hospital,,,,,,,,,,,
Lilongwe Health Clinic,WgW57Jmd2oN,,L1V2R5CW938,Lilongwe Health Clinic,,,,,,,,,,,
Lilongwe Private Clinic,oBjbSOYLYR5,,L1V2R5CW938,Lilongwe Private Clinic,,,,,,,,,,,
Macro Lilongwe,dLEhItCFbai,,L1V2R5CW938,Macro Lilongwe,,,,,,,,,,,
Mlodza SDA Dispensary,HYVLnrx75IO,,L1V2R5CW938,Mlodza SDA Dispensary,,,,,,,,,,,
Mlolera Womens Clinic,ElXrgGgPfvw,,L1V2R5CW938,Mlolera Womens Clinic,,,,,,,,,,,
Moyo Wanga Pvt clinic,LGJ7Iyq5M8U,,L1V2R5CW938,Moyo Wanga Pvt clinic,,,,,,,,,,,
MPC Bwaila ART CLINIC,zpInaIow7TF,,L1V2R5CW938,MPC Bwaila ART CLINIC,,,,,,,,,,,
New Statehouse Dispensary,s0Wy1UgxpqI,,L1V2R5CW938,New Statehouse Dispensary,,,,,,,,,,,
Partners In Hope Clinic Moyo Clinic (public),FHaAx124JwD,,L1V2R5CW938,Partners In Hope Clinic Moyo Clinic (public),,,,,,,,,,,
Partners In Hope ClinicDalitso Clinic(private),oAbzoo8jsNn,,L1V2R5CW938,Partners In Hope ClinicDalitso Clinic(private),,,,,,,,,,,
Umoyo Private Clinic,c07BSKSIfAF,,L1V2R5CW938,Umoyo Private Clinic,,,,,,,,,,,
UNC,vaCqY6Cv5G4,,L1V2R5CW938,UNC,,,,,,,,,,,
Achikondi women community,q9qra0ng8xZ,,L1V2R5CW938,Achikondi women community,,,,,,,,,,,
Chinthembwe Health Centre,QZm8o1i8tW4,,HZ5B91Y7Y30,Chinthembwe Health Centre,,,,,,,,,,,
Chilumba Barracks Health Centre,Z6krawIPDu7,,1Y42073X858,Chilumba Barracks Health Centre,,,,,,,,,,,
Chilumba Rural Hospital,uHPXBdcz85N,,1Y42073X858,Chilumba Rural Hospital,,,,,,,,,,,
Fulirwa Health Centre,UNLZJ1Nr3sq,,1Y42073X858,Fulirwa Health Centre,,,,,,,,,,,
Hara Dispensary,T13U7sHC0v2,,1Y42073X858,Hara Dispensary,,,,,,,,,,,
Lwezga Health Centre,eXttdubBDLr,,1Y42073X858,Lwezga Health Centre,,,,,,,,,,,
Sangilo Health Centre,r0Elt6wypHg,,1Y42073X858,Sangilo Health Centre,,,,,,,,,,,
St Annes Health Centre,fA5VQVs3L2A,,1Y42073X858,St Annes Health Centre,,,,,,,,,,,
K2 Taso Clinic,RcC6kifTBcF,,N5GML7Q53MI,K2 Taso Clinic,,,,,,,,,,,
Kamuzu Academy Clinic,wKP5w5OcIFj,,N5GML7Q53MI,Kamuzu Academy Clinic,,,,,,,,,,,
Kapyanga Health Centre,D7QhLNJChdq,,N5GML7Q53MI,Kapyanga Health Centre,,,,,,,,,,,
Livwezi Health Centre,p4eKC1ZsXQ4,,N5GML7Q53MI,Livwezi Health Centre,,,,,,,,,,,
Liuzi Health Centre,HYxgXNwy8Wn,,85J589562R9,Liuzi Health Centre,,,,,,,,,,,
Tukombo Health Centre,WzvT614Stek,,85J589562R9,Tukombo Health Centre,,,,,,,,,,,
Guilleme St Michaels Mission Hospital,oT0jXXNSmag,,UPADPK51FTP,Guilleme St Michaels Mission Hospital,,,,,,,,,,,
Kochilira Rural Hospital,sxgy4P0oUli,,UPADPK51FTP,Kochilira Rural Hospital,,,,,,,,,,,
Ludzi St Joseph's Mission Hospital,L42aUTBuigK,,UPADPK51FTP,Ludzi St Joseph's Mission Hospital,,,,,,,,,,,
Mchinji District Hospital,dFFBYFnomxH,,UPADPK51FTP,Mchinji District Hospital,,,,,,,,,,,
Mphelero Health Centre,x6VWLw7WSUB,,UPADPK51FTP,Mphelero Health Centre,,,,,,,,,,,
